intercept,layer,node,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49
-0.8848313162411158,0,0,-0.02223935209461051,-0.1372540163668001,-0.45652676993276786,-0.19392668511175715,-0.10411531655454483,-0.18731769009641444,-0.4478757185157238,-0.7259653526045684,-0.0283542232715165,-0.7732859105941751,-0.2243841478800396,-0.4733779863731872,-0.32593435253783853,-0.007006440568853471,-0.21995328945050024,-0.7350510840947407,-0.2544779336123542,-0.5414732812926315,0.14843414903876168,-0.6349726755428335,-0.21707077016615434,-0.18112506167938697,-0.09440032202331133,-0.6101379106352602,-0.33366971448053534,-0.06356703563393017,-0.35258866126420185,-0.14486973125840721,,,,,,,,,,,,,,,,,,,,,,
-1.3184000573098968,0,1,0.8413321597442086,-0.6208541224553636,-1.145265084807007,-0.1557637150443033,-0.5343105468005019,1.1548046823939306,-1.3586679782786193,-5.427787393750939,4.166188893791491,0.8795416354338085,-1.919641441647565,-3.424801544848465,1.8647919933868786,0.34176826655288883,0.5107672164780703,-2.175654461819836,1.3636026606374314,-2.2177510173775,-0.2633283917370616,-0.5387910899731002,1.2172807481595622,-1.0142308460122749,-0.9468630759909284,-0.8133004884529679,-2.156021052697544,-2.575641406417814,-2.595946614043523,-1.215157702906493,,,,,,,,,,,,,,,,,,,,,,
-1.1312042202945942,0,2,1.7389719122005045,-0.023141887738544524,-2.2224370278463224,-0.18720290798233793,-0.06762820115272505,0.3615986227368427,-1.271353893066241,0.02291581609860057,-1.2471417177174955,0.5916284664485004,-1.6806661248582482,-0.4109819479209899,-0.48554405262802885,-0.1358092628217094,-0.20029100356865157,-0.7648217252494147,0.2653961949165318,-2.2403301594750413,0.5266013170560392,-1.9770993727369406,0.5750673481286506,0.7699502841060188,-0.6707958271113702,-0.6478042483144645,-0.728562466421505,-0.1251155123160208,0.01727511529216746,-0.0070269011536738,,,,,,,,,,,,,,,,,,,,,,
0.33128803756338054,0,3,2.539248000430182,-0.35131321819932926,-0.5242347181925577,-1.2014332660604699,-0.15160577511155457,0.09780480625005417,0.12035666968850423,-1.4793569567804232,2.069216044042453,-1.5135187519238615,1.772109619189594,-0.08518596170864938,0.19256332581104726,0.5949306796089147,0.7525393472687281,-1.4105139934136224,0.998214117552379,-1.5423856728826502,0.6779852330370023,-1.1122638609394513,-0.6254454666929473,0.4691601260921407,1.652922409549328,0.48374177710525146,0.25785598789539893,0.663991274139347,0.21930790437938905,1.463634242559068,,,,,,,,,,,,,,,,,,,,,,
0.20220170827005687,0,4,-1.8063139603826626,0.22139145380393263,2.4405788338786873,-1.4757882338935213,-0.39323348369718397,-1.4379819963305054,1.67053903568299,2.105595807527605,-1.9509312369130232,1.5597537266571915,-1.47214080092702,-0.593045833494299,0.689922555990324,-0.7954724312642836,0.06893141576033585,0.5728043386043297,-0.7834702864079339,1.6829541135685342,-0.3580004831539289,3.72510545633,-2.0537184029312163,-1.5999391164521706,-0.123166692823072,0.1809559268079372,2.8063054920095105,2.600958269247945,-0.08483659836439006,2.104662088026889,,,,,,,,,,,,,,,,,,,,,,
-1.0464799616279585,0,5,0.45974562858684154,-2.7736829872768505,-0.8976933410461929,2.066311463824912,-0.23939933985869424,-5.165914781378774,3.5140194407025014,-2.3338808076637587,1.1355567015831947,-2.126908965627743,0.940768693170815,-4.130625339957181,2.618621885745813,-0.5564785139967673,0.8770203146072413,-1.8505711177624231,-3.1037021611948017,-0.11812368307135762,2.412118183229263,-0.9070321100195684,0.2331142892685748,-1.7433053430214742,1.2773404111052429,2.2471238572967334,-0.9234816581339791,-1.2270132473440811,-0.5563243445890869,-3.0948923061578277,,,,,,,,,,,,,,,,,,,,,,
-0.21170164383887027,0,6,-0.03452701952160839,0.08470017522393845,0.05091798687613688,0.1700101517962772,0.09924084339012992,0.02887309579254072,-0.20330939965767475,-0.12303478230426919,-0.09586980744361498,0.10498060935073533,0.20043615728015182,-0.15060459875518994,-0.1194921292556306,-0.016252640596101948,-0.12998103570595937,-0.07085509171966888,0.25133939422919954,-0.1786817719702269,-0.21015112690304277,-0.011030401451117805,0.011109124880153939,-0.10476071986461076,0.010505304524298568,-0.10148520211601246,0.0270236219729085,-0.045617663856238486,0.06701534199391347,-0.23331604698184402,,,,,,,,,,,,,,,,,,,,,,
-0.26337703970020054,0,7,0.21673048616646487,-0.13648013215858623,0.03997006081902017,0.03822682176797902,-0.025615102037089173,0.04673251974400384,-0.2470459776627397,-0.20531590977800923,-0.14784708154100853,-0.24431913592664278,-0.24966644299023158,-0.04962155607388388,-0.14471088279908076,-0.21252226034075378,-0.24000795820863546,-0.27583684620861426,-0.08190949993221497,-0.009117841833024887,-0.09156982846507986,0.012267784815183409,-0.25964029928087284,0.16110825039955298,-0.24004955820802057,0.1807900620702845,0.17438382989619108,0.15577220639044345,-0.22249312499802867,-0.07120460850017354,,,,,,,,,,,,,,,,,,,,,,
-0.09189325027990083,0,8,9.932961928397994,-0.8907129343664735,-2.939746606842975,-6.381741552187495,1.5464257958814385,5.952026101475268,-7.410434537194939,-0.5150237550572377,0.20641050681803075,-3.2873234979854904,2.9661034112301774,2.643978551530053,-2.880306242583323,-0.6694686766786669,-6.308958586485175,6.262217702879286,0.08047984697142443,-2.8195087293016496,2.267823634638462,-6.071635290796231,3.1315172083729803,3.845684674674666,-1.0712117760363933,-1.0155770985575698,0.46783018291033274,3.3318326318349687,6.77079788469337,1.466499901347967,,,,,,,,,,,,,,,,,,,,,,
0.35674012348951994,0,9,-0.3287711696076207,0.22831137062157342,-1.9533470268643967,2.195756178525131,-0.6708482819570851,2.350227428644793,-1.5095133594421,-0.8753767610679171,1.205248044028202,-0.6096918172156591,1.1267538129766468,2.8595615253704083,-2.382865384523921,0.9464470500440323,0.7330364665780824,-0.9817360034503126,0.6774583552052154,2.929816487117257,-3.4127280386724,2.1117881093828372,-0.3130649718905129,0.9383889309013725,-1.9370445768894509,-0.9730233512222944,-4.286826778232781,-1.3324473406184532,2.701695986812607,-2.8234568477987216,,,,,,,,,,,,,,,,,,,,,,
